Order Date,Order ID,Market,Category,Sales,Quantity,Profit
2013-05-02,IN-2013-77878,Kumasi,Office Supplies,133.92,5,-6.03
2013-05-02,ES-2013-5482499,Bawku,Technology,234.06,2,56.16
2013-05-02,US-2013-108504,Koforidua,Office Supplies,122.97,3,60.2553
2013-05-02,US-2013-108504,Koforidua,Technology,104.85,3,28.3095
2013-05-02,US-2013-113439,Accra,Technology,200.66508,3,-10.59492
2013-05-02,IN-2013-64984,Kumasi,Office Supplies,164.76,4,79.08
2013-05-02,US-2013-113439,Accra,Office Supplies,98.736,3,-0.024
2013-05-02,IT-2013-3779238,Bawku,Furniture,72.48,1,-37.71
2013-05-02,US-2013-108504,Koforidua,Office Supplies,80.98,1,1.6196
2013-05-02,CA-2013-100993,Koforidua,Technology,159.968,4,-31.9936
2013-05-02,ID-2013-25329,Kumasi,Technology,206.388,4,-13.812
2013-05-02,CA-2013-100993,Koforidua,Office Supplies,186.54,3,50.3658
2013-05-02,IN-2013-77878,Kumasi,Technology,70.794,2,25.134
2013-05-02,IT-2013-3779238,Bawku,Office Supplies,33.48,4,-24.84
2013-05-02,ES-2013-5482499,Bawku,Office Supplies,56.43,3,9.54
2013-05-02,IT-2013-3779238,Bawku,Furniture,225.495,3,-63.225
2013-05-02,IT-2013-3779238,Bawku,Office Supplies,30.78,4,-30.78
2013-05-02,IT-2013-3779238,Bawku,Office Supplies,27.96,2,-0.6
2013-05-02,ES-2013-5024313,Bawku,Office Supplies,46.17,3,0.0
2013-05-02,ES-2013-3711061,Bawku,Office Supplies,44.55,5,7.95
2013-05-02,IN-2013-64984,Kumasi,Furniture,102.9,2,15.42
2013-05-02,US-2013-108504,Koforidua,Office Supplies,9.45,5,0.189
2013-05-02,IT-2013-3779238,Bawku,Office Supplies,18.87,2,-9.45
2013-05-02,US-2013-108504,Koforidua,Furniture,18.84,3,7.1592
2013-05-02,MX-2013-140354,Accra,Office Supplies,61.3,5,12.2
2013-05-02,IN-2013-64984,Kumasi,Technology,73.2,1,5.1
2013-05-02,IT-2013-3779238,Bawku,Office Supplies,21.96,3,-14.58
2013-05-02,CA-2013-100993,Koforidua,Office Supplies,14.73,3,7.2177
2013-05-03,IN-2013-79992,Kumasi,Office Supplies,2051.013,5,667.113
2013-05-03,ES-2013-2388994,Bawku,Furniture,1236.33,3,383.22
2013-05-03,IN-2013-55555,Kumasi,Technology,831.1122,6,59.9922
2013-05-03,IN-2013-55555,Kumasi,Furniture,719.9874,2,270.9474
2013-05-03,IN-2013-44460,Kumasi,Technology,198.045,3,-15.435
2013-05-03,MX-2013-136721,Accra,Technology,585.98568,6,180.74568
2013-05-03,ES-2013-2388994,Bawku,Office Supplies,426.24,3,68.13
2013-05-03,MO-2013-8380,Takoradi,Furniture,192.84,4,46.2
2013-05-03,MX-2013-139871,Accra,Technology,283.2,5,25.4
2013-05-03,MX-2013-136721,Accra,Furniture,319.984,7,55.944
2013-05-03,MX-2013-103786,Accra,Furniture,289.32,3,81.0
2013-05-03,MX-2013-156335,Accra,Furniture,210.64,4,50.48
2013-05-03,US-2013-104976,Accra,Furniture,128.484,3,-17.136
2013-05-03,MX-2013-100517,Accra,Office Supplies,130.24,4,52.08
2013-05-03,ES-2013-2388994,Bawku,Office Supplies,75.15,3,4.5
2013-05-03,US-2013-122357,Accra,Furniture,137.208,2,-77.752
2013-05-03,ES-2013-2388994,Bawku,Technology,262.14,2,28.8
2013-05-03,CA-2013-164637,Koforidua,Office Supplies,128.4,3,64.2
2013-05-03,CA-2013-158358,Koforidua,Technology,159.98,2,57.5928
2013-05-03,IN-2013-44460,Kumasi,Office Supplies,37.395,5,4.095
2013-05-03,US-2013-108413,Accra,Furniture,84.256,4,-75.904
2013-05-03,MX-2013-100517,Accra,Office Supplies,74.48,4,14.08
2013-05-03,IN-2013-44460,Kumasi,Office Supplies,24.3,3,8.91
2013-05-03,MO-2013-8380,Takoradi,Office Supplies,61.56,4,0.0
2013-05-03,MX-2013-139871,Accra,Office Supplies,51.6,3,9.24
2013-05-03,US-2013-116722,Accra,Office Supplies,18.528,2,-8.352
2013-05-03,ES-2013-2388994,Bawku,Office Supplies,33.18,2,10.92
2013-05-03,IN-2013-55555,Kumasi,Furniture,23.1702,2,0.3102
2013-05-03,TS-2013-5690,Takoradi,Office Supplies,29.61,1,10.35
2013-05-03,CA-2013-122518,Koforidua,Office Supplies,10.08,4,3.528
2013-05-03,CA-2013-154053,Koforidua,Office Supplies,16.99,1,4.9271
2013-05-03,MX-2013-138912,Accra,Office Supplies,27.66,3,13.5
2013-05-03,MO-2013-8380,Takoradi,Office Supplies,17.64,4,0.0
2013-05-03,IN-2013-55555,Kumasi,Office Supplies,6.6462,2,-0.0138
2013-05-03,US-2013-108413,Accra,Office Supplies,8.304,3,-2.916
2013-05-03,MX-2013-156335,Accra,Office Supplies,20.76,3,9.54
2013-05-03,TU-2013-2020,Takoradi,Office Supplies,4.884,1,-7.326
2013-05-04,ES-2013-1706935,Bawku,Technology,1622.565,3,133.605
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,527.01,1,168.63
2013-05-04,IN-2013-56794,Kumasi,Furniture,826.2,2,27.54
2013-05-04,MX-2013-141768,Accra,Furniture,286.8,3,57.36
2013-05-04,IN-2013-53140,Kumasi,Technology,915.12,8,137.04
2013-05-04,ES-2013-2105318,Bawku,Technology,1225.65,5,416.7
2013-05-04,CA-2013-167115,Koforidua,Office Supplies,588.784,2,183.995
2013-05-04,MX-2013-141768,Accra,Technology,189.98,7,74.06
2013-05-04,TU-2013-3950,Takoradi,Office Supplies,111.384,1,-91.896
2013-05-04,ES-2013-2105318,Bawku,Furniture,329.94,3,16.47
2013-05-04,ES-2013-1706935,Bawku,Technology,136.5525,1,-6.4275
2013-05-04,CA-2013-159142,Koforidua,Technology,149.97,3,5.9988
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,54.66,2,7.08
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,52.92,12,0.0
2013-05-04,MX-2013-166268,Accra,Furniture,272.28,6,114.24
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,83.64,1,6.69
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,42.24,2,6.72
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,49.77,1,13.92
2013-05-04,SG-2013-6790,Takoradi,Furniture,37.8,2,6.0
2013-05-04,US-2013-134467,Accra,Office Supplies,145.8,6,72.84
2013-05-04,MX-2013-141768,Accra,Office Supplies,33.18,3,9.6
2013-05-04,MX-2013-141768,Accra,Office Supplies,29.98,1,10.18
2013-05-04,CA-2013-123050,Koforidua,Technology,89.97,3,37.7874
2013-05-04,CA-2013-123050,Koforidua,Furniture,82.64,2,7.4376
2013-05-04,ES-2013-1706935,Bawku,Furniture,37.8,2,6.0
2013-05-04,IN-2013-75477,Kumasi,Office Supplies,86.94,2,0.0
2013-05-04,MX-2013-141768,Accra,Office Supplies,17.84,2,3.0
2013-05-04,CA-2013-159142,Koforidua,Office Supplies,27.81,3,13.0707
2013-05-04,TU-2013-3950,Takoradi,Technology,31.752,1,-17.478
2013-05-04,UP-2013-6390,Takoradi,Office Supplies,46.62,1,1.38
2013-05-04,ES-2013-2105318,Bawku,Office Supplies,79.08,4,33.12
2013-05-04,US-2013-134467,Accra,Furniture,74.208,2,-2.792
2013-05-04,KG-2013-5780,Takoradi,Office Supplies,48.87,1,14.16
2013-05-04,CA-2013-123050,Koforidua,Office Supplies,31.02,2,8.0652
2013-05-04,MX-2013-166268,Accra,Office Supplies,56.94,3,24.48
2013-05-04,IT-2013-4986842,Bawku,Office Supplies,42.615,3,-0.855
2013-05-04,IN-2013-38125,Kumasi,Office Supplies,33.96,4,6.72
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,7.26,1,2.52
2013-05-04,ES-2013-2117585,Bawku,Office Supplies,285.66,6,54.18
2013-05-04,NI-2013-300,Takoradi,Office Supplies,13.932,2,-17.208
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,17.46,1,0.51
2013-05-04,TU-2013-3950,Takoradi,Office Supplies,6.072,1,-8.808
2013-05-04,SG-2013-6790,Takoradi,Office Supplies,52.08,2,17.7
2013-05-05,IN-2013-76828,Kumasi,Technology,750.735,5,175.035
2013-05-05,IN-2013-36389,Kumasi,Technology,528.93,2,188.01
2013-05-05,IN-2013-76828,Kumasi,Office Supplies,85.05,6,18.81
2013-05-05,ES-2013-1568724,Bawku,Office Supplies,120.717,1,12.057
2013-05-05,IN-2013-76828,Kumasi,Office Supplies,89.478,2,21.858
2013-05-05,IN-2013-36389,Kumasi,Office Supplies,30.51,2,8.43
2013-05-06,IN-2013-42269,Kumasi,Technology,3180.75,5,1081.35
2013-05-06,CA-2013-165848,Koforidua,Technology,1349.85,3,364.4595
2013-05-06,US-2013-123526,Accra,Office Supplies,2180.244,11,-690.536
2013-05-06,MX-2013-132395,Accra,Office Supplies,2509.36,7,426.58
2013-05-06,IR-2013-640,Takoradi,Technology,1057.32,6,274.86
2013-05-06,CA-2013-157749,Koforidua,Furniture,419.68,5,-356.728
2013-05-06,MX-2013-150721,Accra,Office Supplies,426.4,5,76.7
2013-05-06,TU-2013-7040,Takoradi,Office Supplies,327.408,4,-262.032
2013-05-06,ES-2013-5523206,Bawku,Technology,615.15,5,24.6
2013-05-06,PL-2013-6380,Takoradi,Technology,474.48,12,218.16
2013-05-06,AO-2013-2100,Takoradi,Furniture,402.96,8,36.24
2013-05-06,MX-2013-142678,Accra,Technology,887.8208,8,327.3408
2013-05-06,IN-2013-33785,Kumasi,Furniture,248.22,2,96.78
2013-05-06,MX-2013-142678,Accra,Furniture,434.04,6,39.0
2013-05-06,IT-2013-3395178,Bawku,Office Supplies,91.95,5,4.5
2013-05-06,CA-2013-157749,Koforidua,Furniture,177.225,5,-120.513
2013-05-06,ES-2013-5523206,Bawku,Office Supplies,260.52,4,98.88
2013-05-06,CA-2013-119823,Koforidua,Office Supplies,75.88,2,35.6636
2013-05-06,MX-2013-132395,Accra,Office Supplies,203.88,6,18.24
2013-05-06,AO-2013-2100,Takoradi,Technology,166.89,1,25.02
2013-05-06,MX-2013-150721,Accra,Technology,524.28,6,10.44
2013-05-06,AO-2013-2100,Takoradi,Furniture,166.68,1,34.98
2013-05-06,IR-2013-640,Takoradi,Technology,166.89,1,25.02
2013-05-06,AO-2013-2100,Takoradi,Office Supplies,145.8,4,49.56
2013-05-06,IN-2013-59216,Kumasi,Office Supplies,145.05,5,26.1
2013-05-06,MX-2013-123015,Accra,Office Supplies,98.52,3,49.26
2013-05-06,IN-2013-33785,Kumasi,Furniture,144.72,1,24.6
2013-05-06,CA-2013-165848,Koforidua,Furniture,136.784,1,5.1294
2013-05-06,ES-2013-1424248,Bawku,Office Supplies,98.04,4,39.12
2013-05-06,CA-2013-165848,Koforidua,Furniture,61.12,4,20.7808
2013-05-06,CG-2013-9730,Takoradi,Technology,262.14,1,23.58
2013-05-06,IT-2013-1366976,Bawku,Furniture,71.4,1,-58.56
2013-05-06,MX-2013-132395,Accra,Technology,111.28,2,6.64
2013-05-06,MX-2013-123015,Accra,Office Supplies,38.68,2,11.2
2013-05-06,MX-2013-142678,Accra,Office Supplies,183.12,2,21.96
2013-05-06,IT-2013-3395178,Bawku,Office Supplies,25.14,2,3.24
2013-05-06,MX-2013-120894,Accra,Office Supplies,185.26,1,33.34
2013-05-06,MX-2013-142678,Accra,Office Supplies,54.12,6,19.92
2013-05-06,MX-2013-142678,Accra,Technology,55.36,2,1.64
2013-05-06,MO-2013-4180,Takoradi,Office Supplies,61.62,2,17.22
2013-05-06,IT-2013-1366976,Bawku,Office Supplies,39.42,3,-23.67
2013-05-06,MX-2013-142678,Accra,Office Supplies,125.22,3,33.78
2013-05-06,ES-2013-2406661,Bawku,Office Supplies,52.2,3,4.68
2013-05-06,MX-2013-142678,Accra,Office Supplies,39.72,2,13.08
2013-05-06,CG-2013-9730,Takoradi,Office Supplies,45.12,4,8.04
2013-05-06,MX-2013-142678,Accra,Office Supplies,62.68,2,1.24
2013-05-06,ES-2013-1408046,Bawku,Office Supplies,18.09,3,5.58
2013-05-06,MX-2013-161347,Accra,Office Supplies,62.5,5,26.8
2013-05-06,MX-2013-142678,Accra,Office Supplies,56.0,5,22.9
2013-05-06,CA-2013-157749,Koforidua,Furniture,4.044,3,-2.8308
2013-05-06,MX-2013-142678,Accra,Office Supplies,35.36,4,7.04
2013-05-06,MX-2013-161347,Accra,Furniture,39.144,2,4.544
2013-05-06,AO-2013-2100,Takoradi,Office Supplies,13.86,1,3.3
2013-05-06,CA-2013-157749,Koforidua,Technology,31.984,2,11.1944
2013-05-06,AO-2013-2100,Takoradi,Office Supplies,14.37,1,3.0
2013-05-06,SF-2013-4270,Takoradi,Office Supplies,17.1,2,2.22
2013-05-06,CG-2013-6940,Takoradi,Office Supplies,22.38,2,10.02
2013-05-06,CA-2013-157749,Koforidua,Office Supplies,25.92,5,9.396
2013-05-06,MX-2013-142678,Accra,Office Supplies,23.6,4,10.56
2013-05-06,CA-2013-165848,Koforidua,Office Supplies,14.94,3,7.0218
2013-05-06,MX-2013-142678,Accra,Technology,39.5,1,5.12
2013-05-06,MX-2013-134180,Accra,Office Supplies,25.42,1,9.4
2013-05-06,CA-2013-157749,Koforidua,Furniture,11.688,3,-4.6752
2013-05-06,CA-2013-157749,Koforidua,Office Supplies,7.408,2,1.2038
2013-05-07,CA-2013-147137,Koforidua,Furniture,1279.165,5,225.735
2013-05-07,US-2013-117555,Accra,Office Supplies,554.16,5,-124.74
2013-05-07,MX-2013-147326,Accra,Office Supplies,550.4,4,242.16
2013-05-07,MO-2013-8580,Takoradi,Office Supplies,341.28,6,3.24
2013-05-07,IN-2013-61232,Kumasi,Furniture,1386.63,7,360.36
2013-05-07,CA-2013-103107,Koforidua,Technology,177.48,3,19.9665
2013-05-07,US-2013-149797,Accra,Furniture,375.76,5,-51.74
2013-05-07,CA-2013-103107,Koforidua,Technology,71.976,3,8.997
2013-05-07,MX-2013-147326,Accra,Office Supplies,55.74,3,19.5
2013-05-07,CA-2013-147137,Koforidua,Office Supplies,27.92,4,0.5584
2013-05-07,MO-2013-8580,Takoradi,Office Supplies,30.12,1,5.7
2013-05-07,ES-2013-4727168,Bawku,Office Supplies,55.56,2,13.86
2013-05-07,CA-2013-147137,Koforidua,Office Supplies,43.96,2,20.6612
2013-05-07,CA-2013-147137,Koforidua,Furniture,25.4,5,8.636
2013-05-07,CA-2013-103107,Koforidua,Furniture,25.4,5,8.636
2013-05-07,ES-2013-4727168,Bawku,Office Supplies,19.41,1,8.91
2013-05-07,ID-2013-45139,Kumasi,Office Supplies,31.7046,2,-4.2354
2013-05-07,ID-2013-45139,Kumasi,Office Supplies,30.1941,3,-15.4359
2013-05-07,ID-2013-67952,Kumasi,Technology,23.112,1,-15.408
2013-05-07,AU-2013-3750,Takoradi,Office Supplies,8.4,1,0.06
2013-05-07,ID-2013-45139,Kumasi,Office Supplies,7.632,3,-4.518
2013-05-07,US-2013-135237,Accra,Office Supplies,8.136,2,-4.904
2013-05-08,ID-2013-60896,Kumasi,Furniture,677.6352,2,211.2552
2013-05-08,ID-2013-33778,Kumasi,Furniture,750.195,5,-41.805
2013-05-08,IT-2013-3655043,Bawku,Furniture,1484.544,4,-241.296
2013-05-08,ID-2013-60896,Kumasi,Technology,357.3648,6,124.8048
2013-05-08,ID-2013-60896,Kumasi,Technology,309.3825,5,81.9825
2013-05-08,ES-2013-4073631,Bawku,Office Supplies,397.74,7,59.64
2013-05-08,IN-2013-23040,Kumasi,Office Supplies,209.7,3,0.0
2013-05-08,ES-2013-1677301,Bawku,Office Supplies,171.558,2,47.598
2013-05-08,TU-2013-5580,Takoradi,Office Supplies,84.66,1,-33.87
2013-05-08,ES-2013-1669743,Bawku,Office Supplies,129.0,5,55.35
2013-05-08,IN-2013-80349,Kumasi,Furniture,143.16,1,28.62
2013-05-08,CA-2013-110254,Koforidua,Furniture,109.8,9,46.116
2013-05-08,IN-2013-80349,Kumasi,Office Supplies,100.92,2,45.36
2013-05-08,IT-2013-5316481,Bawku,Office Supplies,219.6,8,-140.64
2013-05-08,IN-2013-76562,Kumasi,Technology,78.66,2,33.0
2013-05-08,MX-2013-109617,Accra,Office Supplies,54.32,7,0.56
2013-05-08,ID-2013-37208,Kumasi,Office Supplies,117.6,5,-82.35
2013-05-08,MX-2013-122868,Accra,Office Supplies,118.24,4,43.68
2013-05-08,ES-2013-5239932,Bawku,Office Supplies,69.6,4,6.24
2013-05-08,ID-2013-60896,Kumasi,Office Supplies,21.3219,3,-8.1081
2013-05-08,ID-2013-30495,Kumasi,Office Supplies,150.1278,2,-82.1922
2013-05-08,ES-2013-4408752,Bawku,Office Supplies,114.0,10,17.1
2013-05-08,ID-2013-33778,Kumasi,Office Supplies,23.598,2,0.498
2013-05-08,MX-2013-109617,Accra,Office Supplies,46.272,4,9.792
2013-05-08,ES-2013-5742886,Bawku,Office Supplies,108.36,7,30.24
2013-05-08,ES-2013-5742886,Bawku,Office Supplies,70.56,3,1.35
2013-05-08,ID-2013-60896,Kumasi,Technology,22.0056,1,-10.8144
2013-05-08,CA-2013-110254,Koforidua,Office Supplies,35.06,2,10.518
2013-05-08,IT-2013-3284041,Bawku,Office Supplies,18.66,2,-0.78
2013-05-08,IN-2013-55604,Kumasi,Office Supplies,64.2,4,5.04
2013-05-08,IT-2013-5316481,Bawku,Office Supplies,40.32,7,-8.19
2013-05-08,ID-2013-65565,Kumasi,Office Supplies,8.7399,1,-0.0201
2013-05-08,CA-2013-110254,Koforidua,Office Supplies,9.82,2,4.8118
2013-05-08,IT-2013-5316481,Bawku,Technology,21.105,1,-13.515
2013-05-08,NI-2013-4040,Takoradi,Office Supplies,29.196,2,-36.984
2013-05-08,TU-2013-5580,Takoradi,Furniture,8.928,1,-12.522
2013-05-08,IT-2013-5316481,Bawku,Office Supplies,11.25,2,-9.45
2013-05-08,CA-2013-111913,Koforidua,Office Supplies,11.784,3,3.9771
2013-05-08,ES-2013-4408752,Bawku,Office Supplies,12.36,1,1.23
2013-05-08,NI-2013-4040,Takoradi,Office Supplies,4.194,1,-7.146
2013-05-08,US-2013-128195,Koforidua,Office Supplies,3.98,5,-6.567
2013-05-08,CA-2013-110254,Koforidua,Office Supplies,4.13,1,1.8998
2013-05-08,CA-2013-111913,Koforidua,Office Supplies,20.952,3,7.0713
2013-05-08,NI-2013-9990,Takoradi,Office Supplies,7.56,1,-5.55
2013-05-08,CA-2013-111913,Koforidua,Technology,302.384,2,30.2384
2013-05-09,IT-2013-1350483,Bawku,Technology,2671.41,7,534.24
2013-05-09,CA-2013-129630,Koforidua,Technology,2799.96,5,944.9865
2013-05-09,IT-2013-1961543,Bawku,Furniture,1459.68,4,335.64
2013-05-09,ES-2013-2754415,Bawku,Office Supplies,494.1,9,88.83
2013-05-09,IN-2013-20940,Kumasi,Office Supplies,1078.08,2,366.54
2013-05-09,IN-2013-70948,Kumasi,Technology,575.694,2,57.534
2013-05-09,ID-2013-23971,Kumasi,Furniture,804.168,6,-89.352
2013-05-09,CA-2013-168774,Koforidua,Office Supplies,535.41,3,160.623
2013-05-09,IN-2013-70948,Kumasi,Technology,447.876,2,129.336
2013-05-09,ES-2013-3166498,Bawku,Office Supplies,154.26,3,13.86
2013-05-09,IN-2013-73825,Kumasi,Furniture,875.016,8,311.016
2013-05-09,ES-2013-3378994,Bawku,Office Supplies,324.072,7,24.192
2013-05-09,ES-2013-2754415,Bawku,Office Supplies,218.025,5,89.625
2013-05-09,ES-2013-5716863,Bawku,Technology,721.395,5,33.945
2013-05-09,ES-2013-2754415,Bawku,Office Supplies,149.58,3,0.0
2013-05-09,ES-2013-5716863,Bawku,Technology,312.0435,3,51.3135
2013-05-09,CA-2013-131205,Koforidua,Office Supplies,113.94,6,54.6912
2013-05-09,IT-2013-1961543,Bawku,Office Supplies,249.21,3,112.14
2013-05-09,CA-2013-142524,Koforidua,Technology,279.95,5,67.188
2013-05-09,CA-2013-149783,Koforidua,Office Supplies,87.168,2,8.7168
2013-05-09,ES-2013-5716863,Bawku,Office Supplies,187.38,9,76.68
2013-05-09,CA-2013-131205,Koforidua,Office Supplies,129.92,4,5.1968
2013-05-09,IN-2013-73825,Kumasi,Office Supplies,164.025,5,5.325
2013-05-09,RS-2013-7230,Takoradi,Office Supplies,26.64,4,2.28
2013-05-09,IT-2013-3191975,Bawku,Technology,166.05,3,26.55
2013-05-09,MX-2013-133585,Accra,Office Supplies,88.3,5,11.4
2013-05-09,ES-2013-2754415,Bawku,Office Supplies,70.95,5,14.1
2013-05-09,MX-2013-139661,Accra,Technology,29.28,1,-11.72
2013-05-09,IT-2013-1350483,Bawku,Office Supplies,69.444,2,-16.236
2013-05-09,MX-2013-139661,Accra,Office Supplies,43.164,3,-5.796
2013-05-09,ES-2013-5716863,Bawku,Furniture,184.437,3,59.427
2013-05-09,MX-2013-139759,Accra,Furniture,59.136,2,3.696
2013-05-09,GG-2013-6700,Takoradi,Office Supplies,63.84,4,23.52
2013-05-09,MX-2013-139661,Accra,Office Supplies,37.716,7,-5.124
2013-05-09,CA-2013-123120,Koforidua,Furniture,63.94,1,24.9366
2013-05-09,CA-2013-149783,Koforidua,Office Supplies,31.744,2,8.3328
2013-05-09,ES-2013-5716863,Bawku,Office Supplies,76.32,3,6.84
2013-05-09,IZ-2013-9500,Takoradi,Office Supplies,81.24,4,26.76
2013-05-09,IT-2013-4389315,Bawku,Furniture,67.788,2,-23.292
2013-05-09,CA-2013-117604,Koforidua,Office Supplies,239.5,5,114.96
2013-05-09,MX-2013-168781,Accra,Office Supplies,105.12,8,8.32
2013-05-09,MX-2013-168781,Accra,Office Supplies,126.96,4,60.88
2013-05-09,ES-2013-3830070,Bawku,Office Supplies,23.355,3,-1.935
2013-05-09,MX-2013-114020,Accra,Furniture,120.08,1,34.82
2013-05-09,IZ-2013-9500,Takoradi,Office Supplies,97.92,1,0.96
2013-05-09,MX-2013-131660,Accra,Technology,92.736,4,4.576
2013-05-09,US-2013-155264,Accra,Office Supplies,50.784,4,-15.296
2013-05-09,CA-2013-123120,Koforidua,Office Supplies,60.6,5,20.4525
2013-05-09,EG-2013-8680,Takoradi,Office Supplies,43.56,4,16.92
2013-05-09,CA-2013-131205,Koforidua,Furniture,42.6,3,16.614
2013-05-09,US-2013-155264,Accra,Office Supplies,42.048,8,-54.752
2013-05-09,CA-2013-149783,Koforidua,Office Supplies,12.192,3,4.1148
2013-05-09,EG-2013-8680,Takoradi,Furniture,47.34,1,15.12
2013-05-09,MX-2013-139661,Accra,Office Supplies,132.804,7,-4.536
2013-05-09,MX-2013-139759,Accra,Office Supplies,15.24,2,4.56
2013-05-09,CA-2013-129630,Koforidua,Furniture,24.27,3,8.7372
2013-05-09,IN-2013-20940,Kumasi,Office Supplies,49.5,3,1.44
2013-05-09,IT-2013-1961543,Bawku,Office Supplies,46.44,4,3.24
2013-05-09,UP-2013-3000,Takoradi,Office Supplies,43.56,6,15.12
2013-05-09,MX-2013-139661,Accra,Office Supplies,15.228,3,1.248
2013-05-09,TU-2013-1330,Takoradi,Office Supplies,11.172,1,-5.328
2013-05-09,ES-2013-5716863,Bawku,Office Supplies,45.96,4,8.64
2013-05-09,ES-2013-1109945,Bawku,Office Supplies,20.19,1,6.66
2013-05-09,IN-2013-44285,Kumasi,Technology,40.338,1,1.338
2013-05-09,CA-2013-123120,Koforidua,Office Supplies,22.72,4,6.5888
2013-05-09,ES-2013-3378994,Bawku,Office Supplies,212.139,9,94.149
2013-05-09,IT-2013-1961543,Bawku,Office Supplies,21.78,3,7.56
2013-05-09,CA-2013-169971,Koforidua,Office Supplies,62.376,3,7.0173
2013-05-09,UP-2013-3000,Takoradi,Office Supplies,29.01,1,3.18
2013-05-09,MX-2013-114020,Accra,Office Supplies,15.74,1,7.54
2013-05-09,CA-2013-142524,Koforidua,Office Supplies,16.56,2,7.7832
2013-05-09,IZ-2013-9500,Takoradi,Office Supplies,17.52,1,5.43
2013-05-09,ID-2013-23971,Kumasi,Office Supplies,15.957,3,-1.143
2013-05-09,CA-2013-131205,Koforidua,Office Supplies,5.28,3,2.5344
2013-05-09,PL-2013-5180,Takoradi,Office Supplies,9.0,1,1.26
2013-05-09,CA-2013-169971,Koforidua,Office Supplies,3.912,1,1.0269
2013-05-09,US-2013-135965,Accra,Office Supplies,6.714,3,-14.586
2013-05-09,MX-2013-121062,Accra,Office Supplies,5.856,1,1.016
2013-05-10,US-2013-140158,Koforidua,Technology,5399.91,9,2591.9568
2013-05-10,MX-2013-122063,Accra,Furniture,1715.056,7,300.076
2013-05-10,US-2013-150924,Accra,Furniture,1130.832,6,-169.728
2013-05-10,IT-2013-5257163,Bawku,Furniture,420.687,1,-14.043
2013-05-10,CA-2013-131296,Koforidua,Furniture,239.372,2,-23.9372
2013-05-10,MX-2013-130106,Accra,Furniture,123.34,7,61.6
2013-05-10,CA-2013-121601,Koforidua,Office Supplies,59.752,7,19.4194
2013-05-10,MX-2013-122063,Accra,Furniture,321.636,7,-176.904
2013-05-10,US-2013-150924,Accra,Technology,286.9204,2,3.8004
2013-05-10,ES-2013-5645871,Bawku,Technology,77.94,6,-71.82
2013-05-10,US-2013-150924,Accra,Furniture,145.26,3,-38.76
2013-05-10,ES-2013-1093488,Bawku,Technology,487.62,6,243.72
2013-05-10,MX-2013-122063,Accra,Office Supplies,100.68,3,14.04
2013-05-10,CA-2013-145709,Koforidua,Technology,52.68,3,19.755
2013-05-10,ES-2013-5645871,Bawku,Office Supplies,23.55,1,-9.9
2013-05-10,US-2013-140158,Koforidua,Office Supplies,30.4,1,13.984
2013-05-10,US-2013-140158,Koforidua,Office Supplies,119.1,3,34.539
2013-05-10,IS-2013-8880,Takoradi,Office Supplies,19.14,1,4.2
2013-05-10,CA-2013-145709,Koforidua,Furniture,11.568,3,2.6028
2013-05-10,IS-2013-8880,Takoradi,Office Supplies,40.26,2,10.44
2013-05-10,TU-2013-6240,Takoradi,Office Supplies,4.38,1,-4.38
2013-05-11,SG-2013-4320,Takoradi,Technology,2832.96,8,311.52
2013-05-11,CA-2013-162236,Koforidua,Furniture,876.3,10,-292.1
2013-05-11,IN-2013-33232,Kumasi,Technology,1403.082,6,296.082
2013-05-11,ES-2013-4246777,Bawku,Furniture,1268.784,3,14.094
2013-05-11,ES-2013-5431940,Bawku,Furniture,534.6,8,17.64
2013-05-11,IN-2013-33232,Kumasi,Furniture,459.513,3,5.103
2013-05-11,ES-2013-2354581,Bawku,Office Supplies,343.95,5,10.2
2013-05-11,ID-2013-62163,Kumasi,Furniture,741.852,2,271.992
2013-05-11,CA-2013-146766,Koforidua,Office Supplies,192.8,4,55.912
2013-05-11,CA-2013-158260,Koforidua,Technology,686.4,2,77.22
2013-05-11,CA-2013-163328,Koforidua,Office Supplies,629.184,8,228.0792
2013-05-11,CA-2013-163328,Koforidua,Furniture,650.352,3,-97.5528
2013-05-11,IN-2013-67938,Kumasi,Technology,422.82,3,12.6
2013-05-11,ES-2013-2700361,Bawku,Office Supplies,382.401,3,67.941
2013-05-11,ES-2013-5377036,Bawku,Office Supplies,246.72,5,30.72
2013-05-11,IT-2013-1109084,Bawku,Furniture,553.365,5,92.115
2013-05-11,CA-2013-163755,Koforidua,Furniture,209.88,3,35.6796
2013-05-11,ES-2013-2354581,Bawku,Technology,206.43,7,26.67
2013-05-11,IT-2013-1109084,Bawku,Office Supplies,534.357,3,-0.063
2013-05-11,CA-2013-162236,Koforidua,Office Supplies,185.376,2,-34.758
2013-05-11,MX-2013-152065,Accra,Office Supplies,295.92,9,133.02
2013-05-11,UP-2013-1680,Takoradi,Technology,228.78,2,36.6
2013-05-11,IT-2013-5604677,Bawku,Office Supplies,123.75,5,-42.15
